Site instance,Site name,Tree,Country,County,Other info,Grid reference,Map link,Longitude,Latitude,Elevation (ft),Station No.,Normal Month Values,-999 Month Values,Totals,Start Month,End Month,Active Years,% Complete,% Active Complete,Min Monthly Value,Min Month Date,Max Monthly Value,Max Month Date,Min Total,Min Total Year,Max Total,Max Total Year,Avg Total,10th pctile Total,50th pctile Total,90th pctile Total,Decades Graphic,Yearly Graphic,1800-1809,1810-1819,1820-1829,1830-1839,1840-1849,1850-1859,1860-1869,1870-1879,1880-1889,1890-1899,1900-1909,1910-1919,1920-1930,1931-1940,1941-1950,1951-1960,Sheet 1,Sheet 2,Sheet 3,Sheet 4
TUNBRIDGE-WELLS-MOUNT-EPHRAIM-HO,TUNBRIDGE-WELLS-MOUNT-EPHRAIM-HO,LEFTOVER,England,Kent,1 sheet,TQ 573393,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.131&lon=0.247&layers=6&b=1&marker=51.131,0.247",0.247,51.131,,,36,0,3,1905/01,1907/12,3,100.0,100.0,0.36,1905/07,6.73,1906/11,25.07,1905,28.71,1906,26.6,25.3,26.0,28.2,[.|..........|*.....],[###],-,-,-,-,-,-,-,-,-,-,[.....###..],-,-,-,-,-,TYRain_1900-1909_03_pt1-136,-,-,-
TUNBRIDGE-WELLS-NEVILL-PARK,TUNBRIDGE-WELLS-NEVILL-PARK,LEFTOVER,England,Kent,1 sheet,TQ 571391,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.13&lon=0.244&layers=193&b=1&marker=51.13,0.244",0.244,51.130,,[329/1],52,0,4,1953/01,1957/04,5,100.0,86.7,0.24,1955/04,6.37,1954/11,23.87,1953,33.69,1954,29.5,25.7,30.2,32.7,[.|..........|.....*],[####4],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[..####4...],TYRain_1951-1960_02_pt1-104,-,-,-
TUNBRIDGE-WELLS-SHANDON-COURT,TUNBRIDGE-WELLS-SHANDON-COURT,LEFTOVER,England,Kent,1 sheet,TQ 592396,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.134&lon=0.274&layers=6&b=1&marker=51.134,0.274",0.274,51.134,,,14,0,1,1916/11,1917/12,2,100.0,58.3,0.88,1917/02,6.58,1917/08,34.16,1917,34.16,1917,34.2,34.2,34.2,34.2,[.|..........|.*....],[2#],-,-,-,-,-,-,-,-,-,-,-,[......2#..],-,-,-,-,TYRain_1910-1919_03_pt1-132,-,-,-
TUNBRIDGE-WELLS-SOUTHBOROUGH,TUNBRIDGE-WELLS-SOUTHBOROUGH,LEFTOVER,England,Kent,1 sheet,TQ 580428,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.163&lon=0.258&layers=6&b=1&marker=51.163,0.258",0.258,51.163,,,23,0,1,1895/02,1896/12,2,100.0,95.8,0.03,1895/05,5.98,1896/09,26.6,1896,26.6,1896,26.6,26.6,26.6,26.6,[.|.........*|......],[##],-,-,-,-,-,-,-,-,-,[.....##...],-,-,-,-,-,-,TYRain_1890-1899_03_pt1-095,-,-,-
TUNBRIDGE-WELLS-SYDENHURST,TUNBRIDGE-WELLS-SYDENHURST,LEFTOVER,England,Kent,1 sheet,TQ 591389,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.127&lon=0.272&layers=6&b=1&marker=51.127,0.272",0.272,51.127,,,48,0,4,1922/01,1925/12,4,100.0,100.0,0.23,1925/06,7.28,1923/10,33.02,1922,39.57,1924,35.6,33.6,34.9,38.2,[.|..........|..*...],[####],-,-,-,-,-,-,-,-,-,-,-,-,[..####.....],-,-,-,TYRain_1920-1930_03_pt1-134,-,-,-
TUNSTALL-SEWAGE-WORKS,TUNSTALL-SEWAGE-WORKS,LEFTOVER,England,Staffordshire,1 sheet,-,,,,,,28,0,2,1923/01,1925/04,3,100.0,77.8,0.6,1923/06,5.61,1923/02,35.08,1924,36.14,1923,35.6,35.2,35.6,36.0,[.|..........|..*...],[##4],-,-,-,-,-,-,-,-,-,-,-,-,[...##4.....],-,-,-,TYRain_1920-1930_15_pt1-099,-,-,-
TUNSTALL-VOC-SCHOOL,TUNSTALL-VOC-SCHOOL,LEFTOVER,England,Suffolk,1 sheet,TM 360552,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.145&lon=1.448&layers=10&b=1&marker=52.145,1.448",1.448,52.145,,,24,0,2,1938/01,1939/12,2,100.0,100.0,0.35,1938/03,9.57,1939/10,21.33,1938,35.34,1939,28.3,22.7,28.3,33.9,[.|..........|...*..],[##],-,-,-,-,-,-,-,-,-,-,-,-,-,[.......##.],-,-,TYRain_1931-1940_09_pt1-060,-,-,-
TUPLSEY,TUPLSEY,LEFTOVER,England,Herefordshire,"1 sheet : no data. no elev no info, Henry B Hall",-,,,,,[2229/3],0,0,0,,,0,0.0,0.0,,,,,,,,,,,,,[.|..........|......],,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TYRain_1931-1940_13_pt1-200,-,-,-
TUPSLEY-HAFOD-HOUSE,TUPSLEY-HAFOD-HOUSE,LEFTOVER,England,Herefordshire,"1 sheet : map elevation 268'. Rev CL Eagles, 189' Oct 1884 to Aug 1885 only. 1861, 1871, 1881 census at Longtown Vicarage. 1851 curate of Claddock, hereford and 1881; 1871 perpetual curate of Caswell and Curate of Cloddock. Died 18 Sept 1885. Widow stayed in same yhouse - 1891 census - Hafod House, Hafod Road - there's a Hafod Mount there so assume that's location of gauge.",SO 5244739546,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.052&lon=-2.695&layers=6&b=1&marker=52.052,-2.695",-2.695,52.052,268,,10,0,0,1884/10,1885/08,2,90.9,41.7,0.13,1885/07,3.59,1885/02,,,,,,,,,[.|........*.|......],[37],-,-,-,-,-,-,-,-,[....37....],-,-,-,-,-,-,-,TYRain_1880-1889_06_pt4-019,-,-,-
TUPSLEY-LORRAINE-HOUSE,TUPSLEY-LORRAINE-HOUSE,LEFTOVER,England,Herefordshire,"1 sheet : 222' map. A Coore. No elevation. 1890. Tupsley Church about 1/2 mile N. 1891 census Alban and Alfred Coore, 17 and 18, living with aunt at Lorraine House which is next door to The Firs which is on the map.",SO 5244139226,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.049&lon=-2.695&layers=6&b=1&marker=52.049,-2.695",-2.695,52.049,222,,12,0,1,1890/01,1890/12,1,100.0,100.0,0.52,1890/04,2.67,1890/08,17.56,1890,17.56,1890,17.6,17.6,17.6,17.6,[.|.........*|......],[#],-,-,-,-,-,-,-,-,-,[#.........],-,-,-,-,-,-,TYRain_1890-1899_12_pt1-017,-,-,-
TUPSLEY-VICARAGE,TUPSLEY-VICARAGE,LEFTOVER,England,Herefordshire,1 sheet : 220' map.F R Canning. June-Dec 1896,SO 5306039885,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.055&lon=-2.686&layers=6&b=1&marker=52.055,-2.686",-2.686,52.055,220,,7,0,0,1896/06,1896/12,1,100.0,58.3,0.54,1896/11,4.32,1896/09,,,,,,,,,[.|.........*|......],[7],-,-,-,-,-,-,-,-,-,[......7...],-,-,-,-,-,-,TYRain_1890-1899_12_pt1-018,-,-,-
TWICKENHAM-FULWELL,TWICKENHAM-FULWELL,LEFTOVER,England,Middlesex,1 sheet,-,,,,,,12,0,1,1871/01,1871/12,1,100.0,100.0,0.54,1871/11,4.2,1871/09,22.42,1871,22.42,1871,22.4,22.4,22.4,22.4,[.|.......*..|......],[#],-,-,-,-,-,-,-,[.#........],-,-,-,-,-,-,-,-,TYRain_1870-1879_01_pt1-058,-,-,-
TWICKENHAM-HIGH-SHOT-HOUSE,TWICKENHAM-HIGH-SHOT-HOUSE,LEFTOVER,England,Middlesex,1 sheet,-,,,,,,12,0,1,1886/01,1886/12,1,100.0,100.0,0.58,1886/02,3.77,1886/05,23.16,1886,23.16,1886,23.2,23.2,23.2,23.2,[.|........*.|......],[#],-,-,-,-,-,-,-,-,[......#...],-,-,-,-,-,-,-,TYRain_1880-1889_01_pt2-011,-,-,-
TWICKENHAM-HOLY-TRINITY-VICARAGE,TWICKENHAM-HOLY-TRINITY-VICARAGE,LEFTOVER,England,Middlesex,2 sheets,-,,,,,,39,0,3,1888/01,1891/03,4,100.0,81.2,0.03,1891/02,4.3,1888/08,21.14,1889,25.89,1888,22.7,21.2,21.2,25.0,[.|........**|......],[###3],-,-,-,-,-,-,-,-,[........##],[#3........],-,-,-,-,-,-,TYRain_1880-1889_01_pt2-010,TYRain_1890-1899_01_pt1-099,-,-
TWICKENHAM-MANOR-ROAD,TWICKENHAM-MANOR-ROAD,LEFTOVER,England,Middlesex,1 sheet,-,,,,,,48,0,4,1894/01,1897/12,4,100.0,100.0,0.09,1895/02,6.31,1896/09,21.86,1895,27.4,1894,23.6,22.0,22.5,26.0,[.|.........*|......],[####],-,-,-,-,-,-,-,-,-,[....####..],-,-,-,-,-,-,TYRain_1890-1899_01_pt1-101,-,-,-
TWICKENHAM-OBSERVATORY,TWICKENHAM-OBSERVATORY,LEFTOVER,England,Middlesex,"1 sheet : NGR is observatory at Meadowbank Twickenham. Stated altitude of 24 is high, unless on building",TQ 177738,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.451&lon=-0.308&layers=6&b=1&marker=51.451,-0.308",-0.308,51.451,14,,76,1,6,1863/08,1869/12,7,98.7,90.5,0.08,1865/09,5.99,1865/10,15.61,1864,25.81,1866,22.1,17.8,23.0,25.5,[.|......*...|......],[5######],-,-,-,-,-,-,[...5######],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_01_pt1-083,-,-,-
TWICKENHAM-STRAWBERRY-HILL-12-WALPOLE-GARDENS,TWICKENHAM-STRAWBERRY-HILL-12-WALPOLE-GARDENS,LEFTOVER,England,Middlesex,1 sheet,-,,,,,,12,0,1,1880/01,1880/12,1,100.0,100.0,0.31,1880/05,6.12,1880/07,30.74,1880,30.74,1880,30.7,30.7,30.7,30.7,[.|........*.|......],[#],-,-,-,-,-,-,-,-,[#.........],-,-,-,-,-,-,-,TYRain_1880-1889_01_pt2-008,-,-,-
TWICKENHAM-VALE-HOUSE,TWICKENHAM-VALE-HOUSE,LEFTOVER,England,Middlesex,2 sheets,-,,,,,,43,0,3,1889/06,1892/12,4,100.0,89.6,0.02,1891/02,5.37,1891/10,19.89,1890,26.21,1891,23.1,20.6,23.3,25.6,[.|........**|......],[7###],-,-,-,-,-,-,-,-,[.........7],[###.......],-,-,-,-,-,-,TYRain_1880-1889_01_pt2-009,TYRain_1890-1899_01_pt1-100,-,-
TWYFORD-CHURCH-FARM-HOUSE,TWYFORD-CHURCH-FARM-HOUSE,LEFTOVER,England,Hampshire,1 sheet,SU 481252,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.024&lon=-1.316&layers=10&b=1&marker=51.024,-1.316",-1.316,51.024,,[709/5],65,0,5,1932/08,1939/12,6,73.0,90.3,0.03,1938/04,9.67,1934/12,25.6,1938,40.4,1935,31.7,26.2,31.6,37.7,[.|..........|...*..],[5###..##],-,-,-,-,-,-,-,-,-,-,-,-,-,[.5###..##.],-,-,TYRain_1931-1940_05_pt1-180,-,-,-
TWYFORD-HURST-GROVE,TWYFORD-HURST-GROVE,LEFTOVER,England,Berkshire,1 sheet : NGR is Hurst Grove. Altitude from OS map,SU 788726,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.447&lon=-0.867&layers=6&b=1&marker=51.447,-0.867",-0.867,51.447,125,,82,0,6,1890/01,1898/12,7,75.9,97.6,0.0,1891/02,7.82,1891/10,18.79,1898,30.11,1894,22.9,19.9,22.2,26.8,[.|.........*|......],[###.###.#],-,-,-,-,-,-,-,-,-,[###.###.#.],-,-,-,-,-,-,TYRain_1890-1899_01_pt1-174,-,-,-
TWYFORD-STONELEA,TWYFORD-STONELEA,LEFTOVER,England,Hampshire,2 sheets,SU 471240,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.013&lon=-1.33&layers=193&b=1&marker=51.013,-1.33",-1.330,51.013,,[708/1],42,0,3,1949/07,1952/12,4,100.0,87.5,0.24,1952/07,8.06,1951/11,28.1,1952,41.02,1951,33.8,28.9,32.2,39.3,[.|..........|....**],[6###],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[........6#],[##........],TYRain_1941-1950_05_pt1-140,TYRain_1951-1960_04_pt1-079,-,-
TWYNHOLM-LARGO,TWYNHOLM-LARGO,LEFTOVER,Scotland,Kirkcudbrightshire,"1 sheet : J J Johnstone. 180' possibly the church officer at Twynholm. NGR low at manse in Twynholm, about right elevation",NX 666542,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.865&lon=-4.08&layers=6&b=1&marker=54.865,-4.08",-4.080,54.865,180,,17,0,1,1883/01,1884/06,2,94.4,70.8,0.73,1884/06,7.1,1884/01,43.78,1883,43.78,1883,43.8,43.8,43.8,43.8,[.|........*.|......],[#5],-,-,-,-,-,-,-,-,[...#5.....],-,-,-,-,-,-,-,TYRain_1880-1889_14_pt1-015,-,-,-
TYDDEN-PANDY-LLANBEBLIG,TYDDEN-PANDY-LLANBEBLIG,LEFTOVER,Wales,Caernarfonshire,1 sheet : observer WE Sochely,SH 4910962219,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.136&lon=-4.257&layers=6&b=1&marker=53.136,-4.257",-4.257,53.136,17,,1,0,0,1919/12,1919/12,1,100.0,8.3,6.04,1919/12,6.04,1919/12,,,,,,,,,[.|..........|.*....],[1],-,-,-,-,-,-,-,-,-,-,-,[.........1],-,-,-,-,TYRain_1910-1919_24_pt1-215,-,-,-
TYDDYN-PANDY-LLANBEBLIG,TYDDYN-PANDY-LLANBEBLIG,LEFTOVER,Wales,Caernarfonshire,1 sheet : observer WE Sochely,SH 4910962219,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.136&lon=-4.257&layers=6&b=1&marker=53.136,-4.257",-4.257,53.136,120,,8,0,0,1920/01,1920/08,1,100.0,66.7,3.08,1920/06,9.42,1920/07,,,,,,,,,[.|..........|..*...],[8],-,-,-,-,-,-,-,-,-,-,-,-,[8..........],-,-,-,TYRain_1920-1930_28_pt1-056,-,-,-
TYLDESLEY-GAS-WKS,TYLDESLEY-GAS-WKS,LEFTOVER,England,Lancashire,1 sheet : Mark Newsome 150 Parish ch 1mile N,SD 701018,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.512&lon=-2.452&layers=6&b=1&marker=53.512,-2.452",-2.452,53.512,150,,72,0,6,1912/01,1917/12,6,100.0,100.0,0.68,1912/04,7.66,1917/10,31.39,1913,42.14,1916,37.2,32.3,37.6,41.6,[.|..........|.*....],[######],-,-,-,-,-,-,-,-,-,-,-,[..######..],-,-,-,-,TYRain_1910-1919_17_pt1-240,-,-,-
TYN-Y-GROES-BRYN-GWENYN,TYN-Y-GROES-BRYN-GWENYN,LEFTOVER,Wales,Caernarfonshire,1 sheet : observer JH Hamilton Lee,SH 770719,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.23&lon=-3.844&layers=10&b=1&marker=53.23,-3.844",-3.844,53.230,258,,5,0,0,1932/05,1932/09,1,100.0,41.7,1.74,1932/06,4.21,1932/07,,,,,,,,,[.|..........|...*..],[5],-,-,-,-,-,-,-,-,-,-,-,-,-,[.5........],-,-,TYRain_1931-1940_23_pt1-074,-,-,-
TYNDRUM-ROYAL-HOTEL,TYNDRUM-ROYAL-HOTEL,LEFTOVER,Scotland,Perthshire,1 sheet : observer R.Stewart,NN 3293930257,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.435&lon=-4.711&layers=6&b=1&marker=56.435,-4.711",-4.711,56.435,750,,3,0,0,1914/05,1914/07,1,100.0,25.0,2.25,1914/06,3.84,1914/07,,,,,,,,,[.|..........|.*....],[3],-,-,-,-,-,-,-,-,-,-,-,[....3.....],-,-,-,-,TYRain_1910-1919_27_pt1-222,-,-,-
TYNYFELIN-C-SCHOOL-CERRIG-Y-DRUDION,TYNYFELIN-C-SCHOOL-CERRIG-Y-DRUDION,LEFTOVER,Wales,Denbighshire,1 sheet,-,,,,,,34,2,3,1920/01,1923/12,3,70.8,94.4,0.58,1922/05,8.8,1923/10,41.83,1922,52.71,1923,47.3,43.0,47.5,51.7,[.|..........|..*...],[#.##],-,-,-,-,-,-,-,-,-,-,-,-,[#.##.......],-,-,-,TYRain_1920-1930_27_pt1-180,-,-,-
UDDINGSTON-VIEW-PARK,UDDINGSTON-VIEW-PARK,LEFTOVER,Scotland,Lanarkshire,1 sheet : observer J Adie Esq.,NS 7074960828,"https://maps.nls.uk/geo/explore/#zoom=16&lat=55.823&lon=-4.065&layers=6&b=1&marker=55.823,-4.065",-4.065,55.823,180,,48,0,5,1895/01,1899/12,5,80.0,80.0,0.35,1895/02,6.81,1895/08,29.89,1895,35.8,1899,32.8,30.6,33.1,34.8,[.|.........*|......],[####T],-,-,-,-,-,-,-,-,-,[.....####T],-,-,-,-,-,-,TYRain_1890-1899_24_pt1-009,-,-,-
UFFCULME-COUNTY-SECONDARY-SCHOOL,UFFCULME-COUNTY-SECONDARY-SCHOOL,LEFTOVER,England,Devon,1 sheet,ST 064129,"https://maps.nls.uk/geo/explore/#zoom=16&lat=50.908&lon=-3.333&layers=193&b=1&marker=50.908,-3.333",-3.333,50.908,,[1791/6],41,0,2,1956/02,1959/06,4,100.0,85.4,0.06,1957/04,5.86,1956/09,34.43,1957,34.99,1958,34.7,34.5,34.7,34.9,[.|..........|.....*],[###6],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.....###6.],TYRain_1951-1960_10_pt1-220,-,-,-
UFFCULME-GILLS-FARM,UFFCULME-GILLS-FARM,LEFTOVER,England,Devon,2 sheets,ST 087125,"https://maps.nls.uk/geo/explore/#zoom=16&lat=50.905&lon=-3.3&layers=193&b=1&marker=50.905,-3.3",-3.300,50.905,,[1791/5],18,0,1,1950/01,1951/06,2,100.0,75.0,0.8,1950/01,7.06,1950/11,40.51,1950,40.51,1950,40.5,40.5,40.5,40.5,[.|..........|....**],[#6],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.........#],[6.........],TYRain_1941-1950_13_pt1-202,TYRain_1951-1960_10_pt1-219,-,-
UFTON-NERVET-RECTORY,UFTON-NERVET-RECTORY,LEFTOVER,England,Berkshire,2 sheets : NGR is Ufton Nervet Rectory. Altitudes match,SU 633675,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.403&lon=-1.091&layers=6&b=1&marker=51.403,-1.091",-1.091,51.403,308,[797],91,0,7,1918/01,1925/07,8,100.0,94.8,0.03,1925/06,5.81,1920/07,16.1,1921,35.34,1924,28.3,23.4,29.3,32.8,[.|..........|.**...],[#######7],-,-,-,-,-,-,-,-,-,-,-,[........##],[#####7.....],-,-,-,TYRain_1910-1919_06_pt1-051,TYRain_1920-1930_06_pt1-055,-,-
UGBOROUGH-VERNON,UGBOROUGH-VERNON,LEFTOVER,England,Devon,1 sheet : observer V Colborne : wrangaton st 3/4m N – ugborough ch 3/4m SW,-,,,,500,,36,0,3,1911/01,1913/12,3,100.0,100.0,0.31,1912/04,12.21,1912/08,48.43,1911,66.96,1912,56.0,49.2,52.5,64.1,[.|..........|.*....],[###],-,-,-,-,-,-,-,-,-,-,-,[.###......],-,-,-,-,TYRain_1910-1919_11_pt1-198,-,-,-
ULLAPOOL-RHIDORROCH,ULLAPOOL-RHIDORROCH,LEFTOVER,Scotland,Ross and Cromarty,1 sheet : observer W.R.Cookson Esq.,NH 2363293568,"https://maps.nls.uk/geo/explore/#zoom=16&lat=57.897&lon=-4.977&layers=6&b=1&marker=57.897,-4.977",-4.977,57.897,350,,24,0,2,1892/01,1893/12,2,100.0,100.0,0.62,1893/06,14.5,1893/12,48.51,1892,68.93,1893,58.7,50.6,58.7,66.9,[.|.........*|......],[##],-,-,-,-,-,-,-,-,-,[..##......],-,-,-,-,-,-,TYRain_1890-1899_26_pt1-067,-,-,-
ULLSWATER-ENSMURE-HILL,ULLSWATER-ENSMURE-HILL,LEFTOVER,England,Westmorland,"1 sheet : Ensmure Hill, Ullswater. 360'",-,,,,360,,12,0,1,1863/01,1863/12,1,100.0,100.0,0.8,1863/07,9.72,1863/09,50.45,1863,50.45,1863,50.5,50.5,50.5,50.5,[.|......*...|......],[#],-,-,-,-,-,-,[...#......],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_06_pt1-124,-,-,-
ULVERSCROFT-MARKFIELD,ULVERSCROFT-MARKFIELD,LEFTOVER,England,Leicestershire,1 sheet,SK 488101,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.686&lon=-1.28&layers=6&b=1&marker=52.686,-1.28",-1.280,52.686,,,36,0,3,1910/01,1912/12,3,100.0,100.0,0.26,1912/04,6.84,1912/08,23.63,1911,35.99,1912,30.3,25.2,31.4,35.1,[.|..........|.*....],[###],-,-,-,-,-,-,-,-,-,-,-,[###.......],-,-,-,-,TYRain_1910-1919_15_pt1-289,-,-,-
ULVERSTON-OAKLANDS,ULVERSTON-OAKLANDS,LEFTOVER,England,Lancashire,1 sheet : Rawlinson patchy no elev recod ends,-,,,,,,6,0,1,1920/03,1924/12,2,10.3,25.0,1.21,1924/02,7.83,1924/12,55.42,1924,55.42,1924,55.4,55.4,55.4,55.4,[.|..........|..*...],[1...5],-,-,-,-,-,-,-,-,-,-,-,-,[1...5......],-,-,-,TYRain_1920-1930_20_pt1-207,-,-,-
ULVERSTON-OULEAS-HILL,ULVERSTON-OULEAS-HILL,LEFTOVER,England,Lancashire,1 sheet : Rev T Mackereth 10' full record,-,,,,10,,3,0,0,1888/07,1888/09,1,100.0,25.0,3.08,1888/09,7.97,1888/07,,,,,,,,,[.|........*.|......],[3],-,-,-,-,-,-,-,-,[........3.],-,-,-,-,-,-,-,TYRain_1880-1889_09_pt1-108,-,-,-
ULVERSTON-SWARTHDALE,ULVERSTON-SWARTHDALE,LEFTOVER,England,Lancashire,1 sheet : Dr E Lister 110' St Marys ch 1 mile NNE record ends,SD 285772,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.186&lon=-3.097&layers=6&b=1&marker=54.186,-3.097",-3.097,54.186,110,,48,0,4,1882/01,1885/12,4,100.0,100.0,0.9,1884/06,8.24,1883/01,43.31,1885,56.34,1882,49.1,44.4,48.4,54.4,[.|........*.|......],[####],-,-,-,-,-,-,-,-,[..####....],-,-,-,-,-,-,-,TYRain_1880-1889_09_pt1-107,-,-,-
UNDERBARROW-BROADOAK,UNDERBARROW-BROADOAK,LEFTOVER,England,Westmorland,1 sheet : Coln JA Jackman 100' ch 1mile N. Ends,-,,,,100,[3714/5],24,0,2,1932/01,1933/12,2,100.0,100.0,0.03,1932/02,8.2,1932/01,38.74,1933,58.93,1932,48.8,40.8,48.8,56.9,[.|..........|...*..],[##],-,-,-,-,-,-,-,-,-,-,-,-,-,[.##.......],-,-,TYRain_1931-1940_21_pt1-089,-,-,-
UNION-HALL-MOYROSS-GLEBE,UNION-HALL-MOYROSS-GLEBE,LEFTOVER,Ireland/Republic of Ireland,Cork,1 sheet : observer Rev Hadde : Not researched,-,,,,,,12,0,1,1919/01,1919/12,1,100.0,100.0,0.68,1919/06,6.1,1919/12,37.24,1919,37.24,1919,37.2,37.2,37.2,37.2,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[.........#],-,-,-,-,TYRain_1910-1919_29_pt1-007,-,-,-
UPHOLLAND-COLLEGE,UPHOLLAND-COLLEGE,LEFTOVER,England,Lancashire,1 sheet : LCC 346' ch 1 mi SSE record ends,SD 516065,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.553&lon=-2.732&layers=10&b=1&marker=53.553,-2.732",-2.732,53.553,346,[2994/1],23,0,1,1938/04,1940/02,3,100.0,63.9,0.39,1938/04,8.39,1938/10,40.02,1939,40.02,1939,40.0,40.0,40.0,40.0,[.|..........|...*..],[9#2],-,-,-,-,-,-,-,-,-,-,-,-,-,[.......9#2],-,-,TYRain_1931-1940_17_pt1-263,-,-,-
UPLEES-MARSHES-HARTY-FACTORY,UPLEES-MARSHES-HARTY-FACTORY,LEFTOVER,England,Kent,1 sheet : observer Lewis/Clarkson,TR 005653,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.351&lon=0.878&layers=6&b=1&marker=51.351,0.878",0.878,51.351,,,11,0,0,1917/02,1917/12,1,100.0,91.7,0.35,1917/09,4.56,1917/08,,,,,,,,,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[.......#..],-,-,-,-,TYRain_1910-1919_03_pt1-106,-,-,-
UPMINSTER-CRANBROOK,UPMINSTER-CRANBROOK,LEFTOVER,England,Essex,1 sheet : observer KS Knowles,TQ 566859,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.55&lon=0.257&layers=193&b=1&marker=51.55,0.257",0.257,51.550,,[1252/5/1],19,0,1,1959/06,1960/12,2,100.0,79.2,0.31,1960/04,5.12,1960/08,28.4,1960,28.4,1960,28.4,28.4,28.4,28.4,[.|..........|.....*],[7#],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[........7#],TYRain_1951-1960_07_pt1-159,-,-,-
UPMINSTER-HIGH-HOUSE,UPMINSTER-HIGH-HOUSE,LEFTOVER,England,Essex,1 sheet : observer Chas Reilly,TQ 560865,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.556&lon=0.249&layers=6&b=1&marker=51.556,0.249",0.249,51.556,,,54,0,4,1913/07,1917/12,5,100.0,90.0,0.47,1914/01,5.39,1914/12,22.6,1914,26.92,1915,24.3,22.7,23.9,26.3,[.|..........|.*....],[6####],-,-,-,-,-,-,-,-,-,-,-,[...6####..],-,-,-,-,TYRain_1910-1919_09_pt1-043,-,-,-
UPMINSTER-HOWARD-ROAD,UPMINSTER-HOWARD-ROAD,LEFTOVER,England,Essex,1 sheet : observer RG Burrell,TQ 562868,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.558&lon=0.252&layers=193&b=1&marker=51.558,0.252",0.252,51.558,,[1252/7],12,0,1,1960/01,1960/12,1,100.0,100.0,0.36,1960/04,4.86,1960/10,28.37,1960,28.37,1960,28.4,28.4,28.4,28.4,[.|..........|.....*],[#],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.........#],TYRain_1951-1960_07_pt1-160,-,-,-
UPPER-CASSOCK,UPPER-CASSOCK,LEFTOVER,Scotland,Dumfriesshire,"1 sheet : JC Little. 900' 3"" gauge",NT 230045,"https://maps.nls.uk/geo/explore/#zoom=16&lat=55.329&lon=-3.215&layers=6&b=1&marker=55.329,-3.215",-3.215,55.329,900,,32,0,0,1873/01,1875/12,3,88.9,88.9,0.0,1873/04,16.0,1873/01,,,,,,,,,[.|.......*..|......],[###],-,-,-,-,-,-,-,[...###....],-,-,-,-,-,-,-,-,TYRain_1870-1879_11_pt1-045,-,-,-
UPPER-CLAPTON,UPPER-CLAPTON,LEFTOVER,England,Middlesex,1 sheet,-,,,,,,36,0,3,1897/01,1899/12,3,100.0,100.0,0.47,1898/09,4.14,1899/11,17.91,1898,25.37,1897,22.0,18.9,22.8,24.9,[.|.........*|......],[###],-,-,-,-,-,-,-,-,-,[.......###],-,-,-,-,-,-,TYRain_1890-1899_01_pt1-080,-,-,-
