GitHub Folder,Country,County,Has Concat?,Concat count,Sheet count,Start year,End year,GitHub Timestamp
STEVENAGE-WESTON-MANOR,England,Hertfordshire,Y,2,5,1880,1930,2020-12-09 22:15:20 +0000
STEVENSTON-GREENHEAD-FILTERS,Scotland,Ayrshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
STEVENTON-MILTON-HILL,England,Berkshire,N,0,4,1900,1940,2020-12-16 23:16:29 +0000
STEWARTSTOWN-ARDTREA,Ireland/Northern Ireland,Tyrone,N,0,3,1870,1899,2020-09-07 16:31:53 +0100
STEWARTSTOWN-THE-SQUARE,Ireland/Northern Ireland,Tyrone,N,0,4,1870,1909,2020-09-07 16:31:53 +0100
STEYNING,England,Sussex,Y,1,6,1860,1919,2020-10-07 15:46:25 +0100
STIRLING-TOUCH-RES,Scotland,Stirlingshire,Y,6,25,1870,1960,2020-11-06 11:36:45 +0000
STOBO-CASTLE,Scotland,Peeblesshire,Y,1,11,1850,1960,2020-10-07 15:46:25 +0100
STOCKBRIDGE-HOUGHTON-LODGE,England,Hampshire,N,0,5,1910,1960,2020-08-09 14:04:50 +0100
STOCKPORT-HEATON-MOOR,England,Lancashire,N,0,8,1870,1919,2020-08-05 08:51:20 +0100
STOCKSBRIDGE-WORTLEY-RES,England,Yorkshire West Riding,N,0,6,1900,1960,2020-07-07 14:03:05 +0100
STOCKTON-ON-TEES-BILLINGHAM,England,Durham,Y,1,4,1920,1960,2020-11-16 23:16:55 +0000
STOCKTON-ON-TEME-EARDISTON,England,Worcestershire,Y,1,5,1900,1950,2020-08-20 21:58:30 +0100
STOCKTON-ROPNER-PARK,England,Durham,Y,1,6,1900,1960,2020-10-30 20:47:19 +0000
STOCKWITH,England,Nottinghamshire,Y,1,8,1850,1930,2020-07-08 14:36:05 +0100
STOER-HEAD,Scotland,Sutherland,Y,1,7,1870,1940,2020-07-08 14:36:05 +0100
STOKE-BISHOP-PITCH-AND-PAY,England,Gloucestershire,Y,1,4,1870,1909,2020-12-13 23:08:23 +0000
STOKE-BLISS,England,Worcestershire,Y,1,3,1870,1899,2020-12-14 13:23:39 +0000
STOKE-FERRY-WEREHAM,England,Norfolk,Y,2,7,1870,1930,2020-08-09 14:15:40 +0100
STOKE-NEWINGTON-RES,England,Middlesex-became-London,Y,2,16,1870,1960,2020-10-07 15:46:25 +0100
STOKE-POGES-STOKE-COURT,England,Buckinghamshire,Y,1,4,1890,1930,2020-12-13 23:08:23 +0000
STOKE-STANLEY,England,Staffordshire,Y,1,5,1860,1909,2020-12-16 23:16:29 +0000
STOKE-UNDER-HAM,England,Somerset,N,0,5,1900,1950,2020-10-28 15:35:08 +0000
STOLFORD-WHITEWICK-FARM,England,Somerset,Y,1,4,1920,1960,2020-12-13 23:08:23 +0000
STON-EASTON,England,Somerset,N,0,6,1860,1919,2020-07-05 00:27:11 +0100
STONE-STONE-HOUSE-HOSPITAL,England,Kent-stayed-Kent,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
STONEFIELD-KINTYRE,Scotland,Argyll,Y,1,8,1830,1909,2020-10-07 15:46:25 +0100
STONEHAVEN-MAINS-OF-COWIE,Scotland,Kincardineshire,Y,1,5,1890,1940,2020-07-21 18:34:35 +0100
STONEHOUSE-GLASSFORD-FILTERS,Scotland,Lanarkshire,Y,2,7,1900,1960,2020-09-14 15:36:13 +0100
STONEHOUSE-SANATORIUM,Scotland,Lanarkshire,N,0,5,1910,1960,2020-07-05 00:27:11 +0100
STONEHOUSE-WYCLIFFE-COLLEGE,England,Gloucestershire,N,0,7,1890,1960,2020-07-05 00:27:11 +0100
STONELEIGH-ABBEY,England,Warwickshire,Y,1,2,1850,1869,2020-10-03 18:14:30 +0100
STONETHWAITE,England,Cumberland,Y,1,3,1840,1869,2021-01-04 22:36:54 +0000
STONEYKIRK-ARDWELL-HOUSE,Scotland,Wigtownshire,Y,2,7,1880,1950,2020-10-05 17:55:20 +0100
STONY-STRATFORD-THORNTON,England,Buckinghamshire,Y,1,5,1860,1909,2020-12-13 23:08:23 +0000
STONYFORD-BELFAST-WW,Ireland/Northern Ireland,Antrim,Y,4,13,1880,1960,2021-01-12 20:43:39 +0000
STONYHURST,England,Lancashire,Y,4,31,1840,1960,2020-12-14 13:23:39 +0000
STORNOWAY-CASTLE,Scotland,Ross and Cromarty,Y,2,7,1850,1889,2020-07-09 21:03:41 +0100
STORNOWAY-LIGHTHOUSE,Scotland,Ross and Cromarty,Y,1,11,1850,1960,2020-10-12 23:15:37 +0100
STORNOWAY-MIX,Scotland,Ross and Cromarty,Y,3,13,1870,1950,2020-11-06 11:36:45 +0000
STORNOWAY-TIUMPANHEAD,Scotland,Ross and Cromarty,Y,1,4,1900,1940,2020-10-05 17:55:20 +0100
STOTFOLD-THREE-COUNTIES-HOSPITAL,England,Bedfordshire,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
STOURBRIDGE-LONGLANDS,England,Worcestershire,Y,1,4,1870,1909,2020-12-14 13:23:39 +0000
STOURBRIDGE-PEDMORE,England,Worcestershire,Y,1,4,1870,1909,2020-12-14 13:23:39 +0000
STOURHEAD,England,Wiltshire,Y,1,5,1910,1960,2020-07-08 14:36:05 +0100
STOURMOUTH-RECTORY,England,Kent-stayed-Kent,Y,1,5,1840,1889,2020-07-08 14:36:05 +0100
STOURPORT-LINCOMBE-LOCK,England,Worcestershire,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
STOW-CRAGDALE,Scotland,Midlothian (Edinburgh),Y,1,5,1910,1960,2021-01-12 20:43:39 +0000
STOW-ON-THE-WOLD-ICOMB-PLACE,England,Gloucestershire,N,0,6,1890,1950,2020-07-13 15:11:13 +0100
STRACHAN-BRIDGE-OF-DYE,Scotland,Kincardineshire,Y,2,7,1900,1960,2020-12-11 17:08:20 +0000
STRACHAN-KINCARDINE,Scotland,Kincardineshire,Y,1,2,1850,1869,2020-11-16 23:16:55 +0000
STRADBROKE-VICARAGE,England,Suffolk,Y,1,4,1880,1919,2020-10-13 14:23:27 +0100
STRAFFAN-HOUSE,Ireland/Republic of Ireland,Kildare,Y,1,6,1880,1940,2020-07-08 14:36:05 +0100
STRATA-FLORIDA-HAFOD,Wales,Cardiganshire,N,0,5,1890,1940,2020-09-02 23:14:52 +0100
STRATFIELD-TURGIS,England,Hampshire,N,0,10,1860,1909,2020-05-23 09:55:19 +0100
STRATFORD-LAB-ESSEX,England,Essex,Y,3,6,1677,1886,2020-07-27 16:01:44 +0100
STRATFORD-ON-AVON-AVONFIELD,England,Warwickshire,Y,2,9,1870,1960,2020-10-07 15:46:25 +0100
STRATFORD-ON-AVON-MILCOTE,England,Warwickshire,Y,1,5,1910,1960,2020-09-14 15:36:13 +0100
STRATFORD-ON-AVON-SHOTTERY-HALL,England,Warwickshire,Y,1,4,1900,1940,2020-12-14 13:23:39 +0000
STRATFORD-ON-AVON-VICARAGE,England,Warwickshire,Y,1,2,1860,1879,2020-12-14 13:23:39 +0000
STRATFORD-SUB-CASTLE-MANOR-HOUSE,England,Wiltshire,Y,1,4,1900,1940,2020-12-13 23:08:23 +0000
STRATHAVEN-GLENGAVEL-RES,Scotland,Lanarkshire,Y,2,7,1900,1960,2020-10-03 18:14:30 +0100
STRATHAVEN-KYPE,Scotland,Lanarkshire,Y,1,6,1900,1960,2020-10-07 15:46:25 +0100
STRATHBLANE-BLANEFIELD,Scotland,Stirlingshire,Y,1,7,1890,1960,2020-10-03 18:14:30 +0100
STRATHBLANE-CRAIGEND-CASTLE,Scotland,Stirlingshire,Y,1,4,1880,1919,2020-10-03 18:14:30 +0100
STRATHBLANE-MUGDOCK-RES,Scotland,Stirlingshire,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
STRATHCONAN-BEAULY,Scotland,Ross and Cromarty,Y,1,5,1870,1919,2020-10-16 21:28:51 +0100
STRATHDON-CASTLE-NEWE,Scotland,Aberdeenshire,Y,1,4,1840,1879,2020-07-08 14:36:05 +0100
STRATHDON-ESTATES-OFFICE,Scotland,Aberdeenshire,Y,1,5,1900,1950,2020-10-22 00:21:29 +0100
STRATHFIELDSAYE,England,Hampshire,N,0,9,1860,1930,2020-09-16 11:39:06 +0100
STRATHMIGLO-LEDEN-URQUHART,Scotland,Fife,N,0,3,1870,1899,2020-10-02 13:21:28 +0100
STRATHPEFFER-SPA,Scotland,Ross and Cromarty,Y,2,7,1880,1940,2020-10-22 22:18:37 +0100
STRATHY-BOWSIDE,Scotland,Sutherland,Y,2,4,1931,1960,2020-12-19 00:27:45 +0000
STRATTON-AUDLEY-BICESTER,England,Oxfordshire,Y,1,4,1860,1899,2020-12-13 23:08:23 +0000
STRATTON-ON-FOSSE-DOWNSIDE,England,Somerset,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
STREATHAM-CONYERS-ROAD,England,Surrey-became-London,Y,1,6,1900,1960,2020-11-16 23:16:55 +0000
STREET-MILLFIELD,England,Somerset,Y,2,13,1850,1960,2020-10-03 18:14:30 +0100
STREET-PORTWAY,England,Somerset,N,0,6,1870,1950,2020-11-13 23:28:57 +0000
STRETHAM-ORCHARD-HOUSE,England,Cambridgeshire,Y,1,5,1890,1940,2020-10-09 13:33:15 +0100
STRETTON-ON-DUNSMORE,England,Warwickshire,Y,1,5,1910,1960,2020-09-14 15:36:13 +0100
STRICHEN,Scotland,Aberdeenshire,Y,1,2,1677,1886,2020-09-14 15:36:13 +0100
STROKESTOWN-CASTLENODE,Ireland/Republic of Ireland,Roscommon,Y,1,4,1900,1940,2020-10-30 20:47:19 +0000
STROMA,Scotland,Caithness,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
STROME-FERRY-STATION,Scotland,Ross and Cromarty,Y,1,3,1870,1899,2020-10-07 23:32:37 +0100
STRONACHLACHAR-INVERGYLE,Scotland,Stirlingshire,Y,2,6,1910,1960,2020-10-28 15:35:08 +0000
STRONTIAN-LAUDALE,Scotland,Argyll,Y,2,6,1870,1919,2020-12-11 17:08:20 +0000
STROOD-WW,England,Kent-stayed-Kent,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
STROUD-FIELD-PLACE,England,Gloucestershire,N,0,6,1870,1930,2020-08-12 15:29:19 +0100
STROUD-HARESCOMBE-GRANGE,England,Gloucestershire,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
STROUD-STANLEY-PARK,England,Gloucestershire,Y,1,7,1880,1950,2020-07-08 14:36:05 +0100
STUBBINS-TODMORDEN,England,Yorkshire West Riding,Y,1,6,1677,1886,2020-10-03 18:14:30 +0100
STUBTON-NEWARK,England,Lincolnshire,Y,1,6,1860,1919,2020-12-14 13:23:39 +0000
STUDLEY-COLLEGE,England,Warwickshire,Y,1,5,1910,1960,2020-12-14 13:23:39 +0000
STUFFYNWOOD-HALL-MANSFIELD,England,Derbyshire,N,0,4,1870,1899,2020-11-13 23:28:57 +0000
STURMINSTER-MARSHALL,England,Dorset,Y,2,8,1890,1950,2020-10-07 15:46:25 +0100
STURMINSTER-NEWTON-RIVERSIDE,England,Dorset,N,0,4,1880,1919,2020-09-07 16:31:53 +0100
STUTTON-ALTON-HALL,England,Suffolk,Y,1,3,1870,1899,2020-10-13 14:23:27 +0100
STYE-HEAD-TARN,England,Cumberland,Y,1,12,1840,1960,2020-12-09 18:10:58 +0000
SUDBURY-FRIARS-STREET,England,Suffolk,Y,1,7,1880,1950,2020-07-08 14:36:05 +0100
SUDBURY-HALL,England,Derbyshire,N,0,2,1850,1869,2020-08-20 17:01:34 +0100
SULE-SKERRY,Scotland,Orkney,Y,1,5,1890,1960,2020-09-14 15:36:13 +0100
SUMBURGH-HEAD,Scotland,Shetland,Y,1,11,1820,1930,2020-10-07 15:46:25 +0100
SUMBURGHEAD-DUNROSSNESS,Scotland,Shetland,Y,1,5,1870,1919,2020-10-03 18:14:30 +0100
SUMMERHILL-HOUSE,Ireland/Republic of Ireland,Meath,N,0,5,1890,1940,2020-08-05 08:51:20 +0100
SUNBURY-HANWORTH-ROAD,England,Middlesex-stayed-Middlesex,N,0,3,1880,1909,2020-12-09 18:10:58 +0000
SUNBURY-LODGE,England,Middlesex-stayed-Middlesex,N,0,3,1890,1919,2020-12-09 18:10:58 +0000
SUNDERLAND-MOWBRAY-PARK,England,Durham,Y,2,8,1880,1960,2020-10-30 20:47:19 +0000
SUNDERLAND-WEST-HENDON,England,Durham,Y,5,19,1850,1950,2020-07-08 14:36:05 +0100
SUNNINGDALE-LYNWOOD,England,Berkshire,Y,1,6,1860,1919,2020-11-11 15:26:25 +0000
SUNNINGHILL-BLACKNEST-PUMPING-STATION,England,Berkshire,N,0,4,1920,1960,2020-12-16 23:16:29 +0000
SURBITON-SEETHING-WELLS,England,Surrey-stayed-Surrey,Y,1,11,1850,1960,2020-07-08 14:36:05 +0100
SUTTON-BONINGTON,England,Nottinghamshire,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
SUTTON-BRIDGE,England,Lincolnshire,Y,1,3,1931,1960,2020-11-16 23:16:55 +0000
SUTTON-COLDFIELD-THE-PARK,England,Warwickshire,Y,1,7,1890,1960,2020-09-14 15:36:13 +0100
SUTTON-IN-ASHFIELD-RUSHLEY-PUMPING-STATION,England,Nottinghamshire,N,0,7,1890,1960,2020-07-08 14:36:05 +0100
SUTTON-SEWAGE-WORKS,England,Surrey-stayed-Surrey,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
SUTTON-WW,England,Surrey-stayed-Surrey,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
SWAFFHAM,England,Norfolk,Y,3,14,1870,1950,2020-07-08 14:36:05 +0100
SWAFFHAM-BULBECK,England,Cambridgeshire,Y,1,2,1820,1849,2020-08-20 21:58:30 +0100
SWAFFHAM-DUNHAM,England,Norfolk,Y,1,8,1860,1940,2020-07-08 14:36:05 +0100
SWAFFHAM-GRAMMAR-SCHOOL,England,Norfolk,Y,1,4,1860,1899,2020-10-13 14:23:27 +0100
SWAFFHAM-PICKENHAM,England,Norfolk,Y,1,4,1860,1899,2020-08-20 21:58:30 +0100
SWALEDALE-GUNNERSIDE-LODGE,England,Yorkshire North Riding,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
SWANAGE,England,Dorset,Y,3,8,1880,1960,2020-07-15 20:09:52 +0100
SWANAGE-VICTORIA-HOTEL,England,Dorset,N,0,5,1880,1930,2020-07-13 15:11:13 +0100
SWANBOURNE-HOUSE,England,Buckinghamshire,Y,1,6,1900,1960,2020-12-19 23:17:15 +0000
SWANSEA-SOUTH-DOCK-LOCK,Wales,Glamorgan,N,0,4,1860,1899,2020-08-12 15:29:19 +0100
SWANSEA-VICTORIA-PARK,Wales,Glamorgan,N,0,5,1910,1960,2020-09-24 18:32:11 +0100
SWANSEA-WIND-STREET,Wales,Glamorgan,Y,1,3,1830,1859,2020-07-08 14:36:05 +0100
SWANSEA-WW-CRAY-RES,Wales,Brecknockshire,N,0,15,1900,1960,2020-08-12 15:29:19 +0100
SWANSEA-WW-NANTYRWYDD,Wales,Brecknockshire,N,0,7,1900,1960,2020-07-01 17:36:52 +0100
SWANSWICK,England,Somerset,Y,1,4,1820,1869,2020-10-03 18:14:30 +0100
SWINBURN-WOODFORD,England,Northumberland,Y,1,5,1860,1909,2020-10-30 20:47:19 +0000
SWINDON-DRAYCOTT-FOLIATT,England,Wiltshire,Y,1,2,1860,1879,2020-12-13 23:08:23 +0000
SWINDON-NEW,England,Wiltshire,N,0,9,1880,1960,2020-10-28 15:35:08 +0000
SWINDON-PEN-HILL,England,Wiltshire,N,0,5,1850,1899,2020-08-12 15:29:19 +0100
SWINDON-WROUGHTON,England,Wiltshire,N,0,8,1890,1960,2020-10-28 15:35:08 +0000
SWINESHAW-MOOR,England,Lancashire,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
SWINTON-HOUSE,Scotland,Berwickshire,Y,2,8,1900,1960,2020-10-07 15:46:25 +0100
SWITHLAND-THE-BRAND,England,Leicestershire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
SYSTON,England,Leicestershire,N,0,5,1870,1919,2020-08-12 15:29:19 +0100
SYWELL-HALL,England,Northamptonshire,Y,1,5,1890,1940,2020-11-16 23:16:55 +0000
TADCASTER-OXTON-HALL,England,Yorkshire West Riding,N,0,4,1870,1919,2020-09-07 16:31:53 +0100
TAFF-FECHAN-NEUADD-RES,Wales,Brecknockshire,Y,21,91,1880,1960,2020-07-10 11:47:25 +0100
TAFF-FECHAN-PENTWYN-RES,Wales,Brecknockshire,Y,2,13,1880,1960,2020-07-08 14:36:05 +0100
TAFF-FECHAN-PONTSTICILL,Wales,Brecknockshire,N,0,7,1910,1960,2020-12-16 23:16:29 +0000
TAFF-FECHAN-PONTSTICILL-WEST,Wales,Brecknockshire,N,0,5,1910,1960,2020-12-16 23:16:29 +0000
TAIN-SPRINGFIELD,Scotland,Ross and Cromarty,Y,3,5,1860,1889,2021-01-12 20:43:39 +0000
TALGARTH-DAN-Y-GARTH,Wales,Brecknockshire,N,0,5,1910,1960,2020-12-16 23:16:29 +0000
TALGARTH-PONTIVAL-SANATORIUM,Wales,Brecknockshire,N,0,5,1910,1960,2020-10-06 11:38:31 +0100
TALYBONT-FFYNONWEN,Wales,Brecknockshire,N,0,5,1910,1960,2020-08-03 16:59:05 +0100
TALYBONT-PWLL-IFOR,Wales,Brecknockshire,N,0,5,1910,1960,2020-10-08 13:01:46 +0100
TAMWORTH-LICHFIELD-ST,England,Staffordshire,Y,1,3,1860,1889,2020-12-16 23:16:29 +0000
TAN-Y-BWLCH-DOL-Y-MOCH,Wales,Merionethshire,Y,1,3,1910,1940,2020-12-16 13:13:01 +0000
TAN-Y-BWLCH-PLAS-GDNS,Wales,Merionethshire,Y,1,6,1890,1950,2020-11-10 17:41:42 +0000
TAPLOW-COURT,England,Buckinghamshire,Y,2,9,1880,1960,2020-07-08 14:36:05 +0100
TARBETNESS,Scotland,Ross and Cromarty,Y,2,15,1830,1960,2020-07-08 14:36:05 +0100
TARN-BANK,England,Cumberland,Y,3,8,1840,1879,2020-11-16 23:16:55 +0000
TATSFIELD-BETSOM-HILL,England,Kent-stayed-Kent,Y,1,8,1870,1960,2020-09-14 15:36:13 +0100
TAUNTON,England,Somerset,Y,1,2,1850,1869,2020-12-13 23:08:23 +0000
TAUNTON-FULLANDS-SCHOOL,England,Somerset,Y,1,3,1860,1889,2020-12-13 23:08:23 +0000
TAUNTON-VIVARY-PARK,England,Somerset,N,0,5,1910,1960,2020-11-16 23:16:55 +0000
TAVISTOCK-MOUNT-TAVY,England,Devon,N,0,3,1860,1889,2020-09-06 16:32:17 +0100
TAVISTOCK-RES,England,Devon,Y,1,5,1910,1960,2020-07-08 14:36:05 +0100
TAVISTOCK-THE-LIBRARY,England,Devon,Y,1,11,1840,1950,2020-07-08 14:36:05 +0100
TAVISTOCK-WEST-STREET,England,Devon,Y,2,9,1820,1899,2020-10-03 18:14:30 +0100
TAYLORS-GILL,England,Cumberland,Y,1,3,1860,1889,2020-12-11 17:08:20 +0000
TAYPORT-LIGHTHOUSE,Scotland,Fife,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
TEDDINGTON-GOMER-HOUSE,England,Middlesex-stayed-Middlesex,Y,1,4,1860,1899,2020-10-19 12:11:50 +0100
TEIGNMOUTH-BONNICLIFF,England,Devon,N,0,5,1890,1940,2020-07-16 22:55:21 +0100
TEIGNMOUTH-DEN-GDNS,England,Devon,N,0,6,1900,1960,2020-07-16 22:55:21 +0100
TEIGNMOUTH-HAZELDOWN-RES,England,Devon,N,0,5,1910,1960,2020-07-16 22:55:21 +0100
TEIGNMOUTH-LANDSCORE-RES,England,Devon,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
TEIGNMOUTH-SHALDON-RES,England,Devon,N,0,5,1910,1960,2020-07-16 22:55:21 +0100
TEIGNMOUTH-WOODLANDS,England,Devon,N,0,5,1900,1950,2020-11-16 23:16:55 +0000
TEMPLE-COMBE-RECTORY,England,Somerset,N,0,7,1890,1960,2020-07-05 00:27:11 +0100
TEMPSFORD-HALL,England,Bedfordshire,Y,1,3,1870,1899,2020-11-10 17:41:42 +0000
TENBURY-ROCHFORD-RECTORY,England,Worcestershire,Y,1,5,1890,1940,2020-12-14 13:23:39 +0000
TENBURY-ST-MICHAELS,England,Worcestershire,Y,1,4,1880,1919,2020-12-14 13:23:39 +0000
TENBY-MIX,Wales,Pembrokeshire,N,0,8,1860,1960,2020-07-09 21:03:41 +0100
TENTERDEN-ASHBOURNE,England,Kent-stayed-Kent,Y,1,4,1870,1909,2020-09-14 15:36:13 +0100
TENTERDEN-SUMMERHILL,England,Kent-stayed-Kent,Y,2,11,1870,1930,2020-08-09 14:15:40 +0100
TENTERDEN-VIEW-TOWER,England,Kent-stayed-Kent,Y,2,13,1860,1930,2020-08-09 14:15:40 +0100
TERRINGTON,England,Norfolk,Y,1,3,1870,1899,2020-12-13 23:08:23 +0000
TEWKESBURY-FORTHAMPTON-COURT,England,Gloucestershire,Y,1,7,1870,1960,2020-07-15 20:09:52 +0100
TEWKESBURY-UPPER-LODE,England,Gloucestershire,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
TEWKESBURY-WW,England,Gloucestershire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
TEYNHAM-NEW-GARDENS,England,Kent-stayed-Kent,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
THAME-ASTON-ROWANT,England,Oxfordshire,Y,1,3,1860,1889,2020-12-13 23:08:23 +0000
THAME-TYTHROP-HOUSE,England,Oxfordshire,Y,1,4,1890,1930,2020-12-13 23:08:23 +0000
THE-HYDE-CRAWLEY,England,Sussex,Y,1,2,1850,1869,2020-10-15 21:39:29 +0100
THE-STYE,England,Cumberland,Y,3,28,1850,1960,2020-12-13 23:08:23 +0000
THELWALL-HIGHFIELDS,England,Cheshire,N,0,6,1870,1899,2020-09-24 16:21:38 +0100
THETFORD,England,Norfolk,Y,1,4,1820,1869,2020-08-09 14:15:40 +0100
THETFORD-KILVERSTONE-HALL,England,Norfolk,Y,1,6,1900,1960,2020-07-08 14:36:05 +0100
THETFORD-WW,England,Norfolk,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
THEYDON-BOIS-THRIFTS-HALL,England,Essex,Y,1,6,1900,1960,2020-07-27 16:01:44 +0100
THIRLESTANE,Scotland,Berwickshire,Y,1,4,1850,1889,2020-10-19 12:11:50 +0100
THIRLMERE-DALE-HEAD-HALL,England,Cumberland,Y,1,7,1890,1960,2020-12-11 17:08:20 +0000
THIRSK-GAS-WORKS,England,Yorkshire North Riding,N,0,2,1860,1879,2020-09-24 16:21:38 +0100
THIRSK-SOUTH-VILLA,England,Yorkshire North Riding,N,0,5,1910,1960,2020-11-16 23:16:55 +0000
THIRSK-SOWERBY,England,Yorkshire North Riding,Y,3,14,1870,1960,2020-12-09 18:10:58 +0000
THIXENDALE,England,Yorkshire East Riding,Y,2,7,1870,1950,2020-11-02 13:13:18 +0000
THORNBURY-THORNBURY-PARK,England,Gloucestershire,N,0,5,1910,1960,2020-12-14 19:25:52 +0000
THORNEY-WRYDE-HOUSE,England,Cambridgeshire,Y,1,4,1880,1919,2020-10-09 13:33:15 +0100
THORNTON-CURTIS,England,Lincolnshire,Y,1,4,1880,1919,2020-10-30 20:47:19 +0000
THORNTON-HEATH-THORNTON-LODGE,England,Surrey-stayed-Surrey,Y,1,4,1880,1919,2020-12-13 23:08:23 +0000
THORNTON-IN-CRAVEN,England,Yorkshire West Riding,N,0,3,1860,1889,2020-09-24 16:21:38 +0100
THORNTON-RESERVOIR-LEICESTER,England,Leicestershire,Y,1,11,1850,1960,2020-07-08 14:36:05 +0100
THORPE-MANDEVILLE,England,Northamptonshire,Y,1,6,1870,1919,2021-01-12 20:43:39 +0000
THRAPSTON-DRAYTON-HOUSE,England,Northamptonshire,Y,1,6,1900,1960,2020-07-15 20:09:52 +0100
THRAPSTON-ISLIP,England,Northamptonshire,Y,1,5,1900,1950,2020-11-16 23:16:55 +0000
THRAPSTON-ISLIP-FURNACES,England,Northamptonshire,Y,1,5,1910,1960,2020-11-16 23:16:55 +0000
THRELKELD-BLENCATHRA,England,Cumberland,Y,1,6,1880,1950,2020-12-11 17:08:20 +0000
THROCKLEY-FILTERS,England,Northumberland,Y,1,3,1931,1960,2021-01-12 20:43:39 +0000
THRUSCROSS-LANE-HEAD,England,Yorkshire West Riding,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
THURSO-BUCKIES,Scotland,Caithness,Y,1,6,1900,1960,2020-07-15 11:08:31 +0100
THURSO-DUNNET-HEAD,Scotland,Caithness,Y,1,13,1830,1960,2020-07-08 14:36:05 +0100
THURSO-HOLBURN-HEAD,Scotland,Caithness,Y,1,10,1860,1960,2020-08-07 00:11:14 +0100
THURSTON,Scotland,East Lothian (Haddington),Y,1,4,1840,1879,2020-08-09 14:15:40 +0100
THWAITE-ORLANDO,England,Suffolk,Y,1,6,1820,1889,2020-07-21 18:34:35 +0100
TICEHURST,England,Sussex,Y,1,5,1870,1919,2020-10-15 21:39:29 +0100
TICKENCOTE,England,Rutland,Y,1,2,1860,1879,2020-11-11 22:42:28 +0000
TICKHILL,England,Yorkshire West Riding,N,0,6,1860,1919,2020-08-10 22:52:14 +0100
TICKHILL-SANDBECK-PARK,England,Yorkshire West Riding,N,0,5,1870,1919,2020-08-20 17:01:34 +0100
TILBURY-GRAYS-SEWAGE-WORKS,England,Essex,Y,1,7,1890,1960,2020-07-15 11:08:31 +0100
TILLICOULTRY-MIX,Scotland,Clackmannanshire,Y,6,12,1880,1960,2020-10-22 22:18:37 +0100
TILNEY-ST-LAWRENCE-AYLMER-HALL,England,Norfolk,Y,1,3,1880,1909,2020-12-13 23:08:23 +0000
TINTERN-ABBEY,Wales,Monmouthshire,N,0,2,1860,1879,2020-09-08 23:52:17 +0100
TIPPERARY-HENRY-STREET,Ireland/Republic of Ireland,Tipperary,N,0,3,1870,1899,2020-11-13 23:28:57 +0000
TIREE-AIRPORT,Scotland,Argyll,Y,2,6,1900,1960,2020-08-09 14:15:40 +0100
TIREE-HYNISH,Scotland,Argyll,Y,1,6,1840,1899,2020-09-07 14:00:07 +0100
TIVERTON-BROOMHILL,England,Devon,N,0,4,1880,1919,2020-09-07 16:31:53 +0100
TIVERTON-COVE,England,Devon,N,0,4,1860,1899,2020-07-31 00:39:46 +0100
TIVERTON-COWLEY-LODGE,England,Devon,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
TIVERTON-HALBERTON,England,Devon,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
TIVERTON-HAYNE,England,Devon,N,0,2,1850,1869,2020-10-03 18:14:30 +0100
TIVERTON-ST-PETER-STREET,England,Devon,N,0,6,1870,1930,2020-07-26 23:24:24 +0100
TODHEAD-POINT,Scotland,Kincardineshire,Y,1,7,1890,1960,2020-10-19 12:11:50 +0100
TODMORDEN-FIELDEN-HOSPITAL,England,Yorkshire West Riding,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
TODMORDEN-SOURHALL-HOSPITAL,England,Yorkshire West Riding,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
TODMORDEN-STANSFIELD-HALL,England,Yorkshire West Riding,N,0,4,1860,1889,2020-09-24 16:21:38 +0100
TOLETHORPE-HALL-STAMFORD,England,Rutland,Y,1,4,1870,1909,2020-11-11 22:42:28 +0000
TOLPUDDLE,England,Dorset,N,0,5,1910,1960,2020-07-31 00:39:46 +0100
TONBRIDGE-HOOKER,England,Kent-stayed-Kent,Y,1,5,1677,1886,2020-07-08 14:36:05 +0100
TONGE-SITTINGBOURNE,England,Kent-stayed-Kent,Y,1,3,1840,1869,2020-09-14 15:36:13 +0100
